short_name,age,nationality_name,overall,potential,club_name,value_eur,wage_eur,player_positions
M. Shelton,24,England,62,67,Hartlepool United,600000.0,2000.0,CM
M. Romero,25,Argentina,62,65,Argentinos Juniors,525000.0,2000.0,CM
C. Senior,24,England,62,67,Newport County,600000.0,2000.0,RM
L. Paolucci,24,Italy,62,67,Royale Union Saint-Gilloise,600000.0,3000.0,CM
J. Flores,25,England,62,67,Northampton Town,575000.0,4000.0,CM
R. Pereira de Sa,24,France,62,66,FC Nantes,575000.0,4000.0,CM
W. McDonald,24,England,62,67,Morecambe,600000.0,2000.0,LM
H. Burgoyne,24,England,62,68,Shrewsbury Town,500000.0,1000.0,GK
M. Hober,25,Germany,62,65,Borussia Dortmund II,525000.0,950.0,CAM
J. Clarke,31,England,62,62,Newport County,275000.0,2000.0,CB
C. Slattery,22,England,62,74,Motherwell,925000.0,1000.0,CDM
R. Cundy,24,England,62,70,Bristol City,825000.0,5000.0,CB
H. McKirdy,24,England,62,66,Swindon Town,575000.0,3000.0,LW
J. Amaluzor,24,England,62,66,Motherwell,575000.0,1000.0,RM
D. Duhaney,22,England,62,72,Stoke City,850000.0,4000.0,RWB
Marlon Barninho,33,Brazil,62,62,Cuiabá,130000.0,2000.0,GK
Dêniro Prestes,21,Brazil,62,62,Ceará Sporting Club,475000.0,2000.0,ST
Raullino Meneses,21,Brazil,62,62,Cuiabá,425000.0,2000.0,CDM
M. Festa,29,Italy,62,62,Crotone,275000.0,2000.0,GK
A. Pattison,23,England,62,68,Harrogate Town,625000.0,2000.0,CM
G. Osho,22,England,62,72,Luton Town,825000.0,2000.0,CB
M. McGuane,22,England,62,71,Oxford United,900000.0,2000.0,CM
J. Hopcutt,29,England,62,62,Oldham Athletic,400000.0,3000.0,LW
B. Sambou,23,Germany,62,67,Fortuna Sittard,600000.0,2000.0,ST
Etxaburu,27,Spain,62,62,SD Amorebieta,425000.0,2000.0,LM
O. Hawkins,29,England,62,62,Mansfield Town,400000.0,4000.0,ST
J. Maddox,22,England,62,73,Burton Albion,900000.0,2000.0,CAM
N. Klinger,25,Germany,62,67,VfL Wolfsburg,475000.0,7000.0,GK
P. Kalambayi,21,England,62,74,AFC Wimbledon,925000.0,1000.0,CB
M. Doucouré,23,France,62,71,Borussia Mönchengladbach,825000.0,4000.0,CB
F. Arkenberg,25,Germany,62,65,TSV Havelse,475000.0,500.0,CB
M. Platt,23,England,62,69,Barrow,750000.0,2000.0,CB
A. Nadesan,26,England,62,63,Crawley Town,475000.0,3000.0,ST
N. Rieble,25,Germany,62,65,SV Wehen Wiesbaden,475000.0,2000.0,CB
A. Condé,24,Germany,62,69,1. FC Magdeburg,800000.0,900.0,CM
M. Jansen,28,Germany,62,63,FSV Zwickau,375000.0,650.0,CDM
M. Welch-Hayes,24,England,62,67,Colchester United,550000.0,2000.0,RB
S. Schreck,22,Germany,62,73,FC Erzgebirge Aue,900000.0,2000.0,CM
J. Gibbons,23,England,62,69,Port Vale,750000.0,2000.0,RB
M. Cabit,28,France,62,62,FC Metz,350000.0,3000.0,LB
Amorrortu,25,Spain,62,67,SD Amorebieta,600000.0,2000.0,ST
C. John,21,England,62,73,Doncaster Rovers,850000.0,2000.0,LB
J. Brown,23,England,62,69,St. Johnstone FC,750000.0,1000.0,RWB
D. Nlundulu,22,England,62,73,Lincoln City,900000.0,9000.0,ST
J. Vokins,21,England,62,74,Ross County FC,950000.0,6000.0,LB
D. Keillor-Dunn,23,England,62,67,Oldham Athletic,600000.0,2000.0,ST
O. Patrick,25,England,62,65,Burton Albion,525000.0,2000.0,ST
R. Loft,23,England,62,68,Scunthorpe United,625000.0,3000.0,ST
J. Kay,24,England,62,67,Barrow,550000.0,2000.0,LWB
Y. Severin,24,France,62,66,Servette FC,525000.0,3000.0,CB
F. Melegoni,22,Italy,62,73,Genoa,900000.0,7000.0,CM
L. Banks,24,England,62,67,Sligo Rovers,550000.0,500.0,RB
A. Domínguez,24,Argentina,62,69,Gimnasia y Esgrima La Plata,800000.0,3000.0,ST
B. Fleming,21,England,62,71,Hull City,850000.0,2000.0,LB
D. Happe,22,England,62,71,Leyton Orient,825000.0,2000.0,CB
R. Nartey,22,England,62,73,Mansfield Town,825000.0,5000.0,CB
E. Massouema,24,France,62,69,ESTAC Troyes,800000.0,3000.0,CM
M. Melbourne,22,England,62,69,Stevenage,775000.0,2000.0,LB
N. Knothe,22,Germany,62,70,1. FC Nürnberg,825000.0,2000.0,CB
Nuno da Silva,27,Portugal,62,62,Grasshopper Club Zürich,425000.0,3000.0,RM
J. Gordon,26,England,62,63,Barrow,475000.0,2000.0,RW
W. Smith,22,England,62,69,Harrogate Town,750000.0,2000.0,CB
M. Karwot,28,Germany,62,63,Radomiak Radom,375000.0,950.0,CDM
L. Watkowiak,25,Germany,62,67,FC St. Gallen 1879,475000.0,2000.0,GK
R. Clampin,22,England,62,71,Colchester United,850000.0,2000.0,LWB
P. Kapp,23,Germany,62,68,FC Viktoria 1889 Berlin,575000.0,700.0,CB
D. Lloyd,29,England,62,62,Gillingham,400000.0,2000.0,LW
Bruno Jordão,22,Portugal,62,73,Wolverhampton Wanderers,900000.0,10000.0,CM
J. Earing,22,England,62,70,Walsall,900000.0,3000.0,CAM
A. Gnahoua,29,France,62,62,Morecambe,400000.0,2000.0,ST
C. Whelan,22,England,62,69,Oldham Athletic,800000.0,2000.0,CM
C. Lakin,22,England,62,72,Burton Albion,900000.0,1000.0,CM
R. Muhammed,27,France,62,63,Sarpsborg 08 FF,475000.0,1000.0,ST
P. Sussek,21,Germany,62,73,FC Ingolstadt 04,900000.0,3000.0,LM
M. Olivieri,22,Italy,62,73,Lecce,900000.0,900.0,ST
Marcos Lavín,24,Spain,62,67,FC Voluntari,475000.0,750.0,GK
Boubacar Hanne,22,Portugal,62,74,Gil Vicente FC,975000.0,2000.0,RW
B. Galván,20,Argentina,62,77,Colorado Rapids,950000.0,1000.0,LM
K. Bennetts,22,England,62,70,Borussia Mönchengladbach,900000.0,4000.0,RM
L. Tempelmann,22,Germany,62,71,1. FC Nürnberg,900000.0,4000.0,CM
D. Smarsch,22,Germany,62,74,FC St. Pauli,850000.0,2000.0,GK
D. Mercado,24,Argentina,62,69,Club Atlético Huracán,750000.0,2000.0,CDM
M. Benger,22,Germany,62,69,Holstein Kiel,750000.0,4000.0,CDM
M. Virtue,24,England,62,68,Blackpool,625000.0,2000.0,CM
X. Amaechi,20,England,62,76,Bolton Wanderers,950000.0,2000.0,RW
Y. Fofana,20,France,62,75,Le Havre AC,850000.0,850.0,GK
A. Traoré,20,France,62,78,Parma,1000000.0,4000.0,RM
T. Sang,22,England,62,72,Cardiff City,850000.0,5000.0,RWB
S. Asta,20,Germany,62,75,SpVgg Greuther Fürth,925000.0,3000.0,RB
M. Shabani,22,Germany,62,72,Wolverhampton Wanderers,900000.0,10000.0,CAM
Alfon,22,Spain,62,73,RC Celta de Vigo,900000.0,4000.0,ST
P. Marie,26,France,62,65,San Jose Earthquakes,475000.0,1000.0,RB
Y. Begraoui,19,France,62,76,Toulouse Football Club,950000.0,900.0,RM
S. Mulattieri,20,Italy,62,79,Crotone,1100000.0,2000.0,ST
C. Parano,21,Argentina,62,71,FC Paços de Ferreira,900000.0,2000.0,LM
César Gelabert,20,Spain,62,78,CD Mirandés,1000000.0,1000.0,CAM
M. Breunig,20,Germany,62,72,FC Würzburger Kickers,875000.0,1000.0,ST
F. Chabrolle,23,France,62,71,AC Ajaccio,875000.0,1000.0,CAM
R. Crichlow,22,England,62,72,Swindon Town,825000.0,2000.0,CB
S. High,20,England,62,76,Huddersfield Town,950000.0,2000.0,CM
C. Krempicki,26,Germany,62,63,1. FC Magdeburg,475000.0,1000.0,CM
M. Drammeh,22,France,62,70,Vejle Boldklub,850000.0,2000.0,CDM
D. Philipp,21,Germany,62,75,Viktoria Köln,975000.0,950.0,LM
L. Schneider,21,Germany,62,72,FC Würzburger Kickers,825000.0,3000.0,CB
D. Mellor,20,England,62,76,Salford City,975000.0,13000.0,ST
N. Plume,24,Germany,62,66,TSV Havelse,525000.0,500.0,CDM
A. Bakir,20,Germany,62,76,MSV Duisburg,950000.0,1000.0,CAM
J. Krahl,21,Germany,62,76,FC Viktoria 1889 Berlin,850000.0,500.0,GK
N. Quindt,24,Germany,62,66,TSV Havelse,450000.0,500.0,GK
K. Kaïboué,22,France,62,69,SC Bastia,775000.0,950.0,LB
E. Masciangelo,24,Italy,62,67,Benevento,550000.0,3000.0,LB
N. Wood,19,England,62,80,Hibernian,975000.0,2000.0,CB
I. Hutchinson,21,England,62,70,Derby County,900000.0,2000.0,CM
J. Bennett,19,England,62,79,Crewe Alexandra,1000000.0,7000.0,LM
H. White,19,England,62,80,Tottenham Hotspur,975000.0,6000.0,CDM
L. Matheson,18,England,62,81,Wolverhampton Wanderers,975000.0,3000.0,RWB
K. Ramsay,20,England,62,76,Crewe Alexandra,925000.0,6000.0,RB
J. Lankester,21,England,62,73,Cambridge United,900000.0,2000.0,RW
M. Siby,24,France,62,69,RC Strasbourg Alsace,750000.0,3000.0,CDM
Álex Pachón,20,Spain,62,76,Unión Deportiva Las Palmas,975000.0,2000.0,ST
T. Cissokho,21,France,62,69,US Quevilly Rouen Métropole,750000.0,2000.0,CB
A. Riccardi,20,Italy,62,77,Roma,950000.0,6000.0,CM
Ruan Teles,23,Brazil,62,66,Campionii FC Arges,575000.0,2000.0,ST
F. Nmecha,20,England,62,78,VfL Wolfsburg,1000000.0,7000.0,CAM
D. Drysdale,21,England,62,74,Coventry City,925000.0,3000.0,CB
Euclides Cabral,22,Portugal,62,71,FC St. Gallen 1879,850000.0,2000.0,RB
A. Glennon,21,England,62,70,Burnley,850000.0,4000.0,LB
V. Gembalies,21,Germany,62,68,MSV Duisburg,575000.0,1000.0,CB
L. Carnot,20,France,62,71,En Avant de Guingamp,875000.0,1000.0,CM
A. Rowe,20,England,62,74,Huddersfield Town,950000.0,2000.0,RW
Relu,23,Spain,62,72,Levante Unión Deportiva,825000.0,4000.0,CDM
T. Anjorin,19,England,62,80,FC Lokomotiv Moscow,1000000.0,5000.0,CAM
D. Ramaj,19,Germany,62,77,Eintracht Frankfurt,825000.0,1000.0,GK
B. Doukansy,21,France,62,71,Chamois Niortais Football Club,850000.0,950.0,CDM
S. Straudi,22,Italy,62,70,SV Werder Bremen,850000.0,2000.0,RB
B. Jackson,20,England,62,75,Huddersfield Town,925000.0,1000.0,LWB
T. Savin,20,England,62,68,Accrington Stanley,500000.0,600.0,GK
L. Dehl,19,Germany,62,73,1. FC Union Berlin,850000.0,3000.0,CAM
A. Lungwitz,20,Germany,62,74,FC Würzburger Kickers,925000.0,1000.0,LB
N. Galle,22,Germany,62,69,1. FC Saarbrücken,775000.0,1000.0,LB
J. Martin,19,England,62,77,Milton Keynes Dons,950000.0,4000.0,LM
J. Taylor,22,England,62,69,Port Vale,800000.0,2000.0,CM
C. Kinsombi,21,Germany,62,72,SV Sandhausen,900000.0,1000.0,RM
P. Osew,20,England,62,76,AFC Wimbledon,925000.0,1000.0,LWB
J. Eccles,21,England,62,75,Coventry City,925000.0,3000.0,CDM
Jeremy,21,Spain,62,73,CD Tenerife,850000.0,1000.0,LB
Irazábal,24,Spain,62,71,SD Amorebieta,825000.0,1000.0,CB
F. Heister,24,Germany,62,65,Viktoria Köln,500000.0,1000.0,RB
Rúben Ramos,22,Portugal,62,70,Moreirense FC,850000.0,2000.0,CDM
L. Clarkson,19,England,62,78,Blackburn Rovers,1000000.0,8000.0,CM
Matchoi Djaló,18,Portugal,62,76,FC Paços de Ferreira,925000.0,900.0,RW
J. Sylvestre-Brac,22,France,62,70,Grenoble Foot 38,850000.0,1000.0,RB
R. Sila,23,France,62,66,FC Botoşani,575000.0,2000.0,ST
A. Álvarez,21,Argentina,62,73,Godoy Cruz,850000.0,1000.0,RB
Carreira,20,Spain,62,76,CD Mirandés,925000.0,3000.0,RB
Tòfol Montiel,21,Spain,62,74,Fiorentina,975000.0,6000.0,CAM
R. Devine,19,England,62,78,St. Johnstone FC,1000000.0,8000.0,LWB
C. Ibañez,21,Argentina,62,73,Club Atlético Huracán,850000.0,2000.0,LB
M. Azeez,18,England,62,83,Portsmouth,1300000.0,4000.0,CM
A. Valério,21,France,62,71,Nîmes Olympique,900000.0,1000.0,CM
T. Doyle,19,England,62,81,Hamburger SV,1000000.0,2000.0,CM
S. Müller,20,Germany,62,75,Eintracht Braunschweig,975000.0,4000.0,ST
Tomás Castro,22,Portugal,62,73,Belenenses SAD,900000.0,1000.0,CAM
N. Nkounkou,20,France,62,78,Standard de Liège,1000000.0,8000.0,LB
Mario Rodríguez,24,Spain,62,68,Warta Poznań,625000.0,800.0,LM
J. Cruz,21,Argentina,62,72,Club Atlético Banfield,900000.0,2000.0,ST
G. Thomason,20,England,62,73,Bolton Wanderers,875000.0,2000.0,CM
N. Gorzel,22,Germany,62,68,Türkgücü München,600000.0,1000.0,CDM
Miguel Berry,23,Spain,62,68,Columbus Crew,625000.0,2000.0,ST
Carrasco,23,Spain,62,70,Cádiz CF,850000.0,4000.0,RB
S. Renel,19,France,62,72,Chamois Niortais Football Club,850000.0,800.0,CAM
I. May,23,Germany,62,68,Eintracht Braunschweig,575000.0,1000.0,CDM
L. Horn,22,Germany,62,70,FSV Zwickau,900000.0,2000.0,LM
T. Maciejewski,20,Germany,62,76,SK Austria Klagenfurt,950000.0,5000.0,RW
T. Lemperle,19,Germany,62,78,1. FC Köln,1000000.0,3000.0,RM
C. Viet,22,Germany,62,69,Borussia Dortmund II,750000.0,3000.0,CDM
D. Bansais,27,France,62,63,US Quevilly Rouen Métropole,425000.0,1000.0,RB
L. Bury,25,France,62,67,Pau FC,525000.0,1000.0,CB
K. Kurt,19,Germany,62,73,Borussia Mönchengladbach,825000.0,2000.0,RB
W. Omari,21,France,62,73,Stade Rennais FC,825000.0,5000.0,CB
J. Huysman,32,France,62,62,USL Dunkerque,275000.0,1000.0,CDM
D. Pike,19,England,62,77,Blackburn Rovers,900000.0,4000.0,RB
Jesús Ruiz,24,Spain,62,70,AD Alcorcón,775000.0,1000.0,GK
O. Schönfelder,20,Germany,62,76,SV Werder Bremen,950000.0,2000.0,LW
I. Doukouré,17,France,62,76,Valenciennes FC,850000.0,500.0,CB
A. Hausch,18,Argentina,62,79,San Lorenzo de Almagro,1000000.0,1000.0,LW
M. Picouleau,21,France,62,71,Valenciennes FC,900000.0,1000.0,CM
H. Rorig,21,Germany,62,70,1. FC Magdeburg,850000.0,650.0,RB
Z. Ibsen Rossi,20,England,62,74,AFC Bournemouth,925000.0,4000.0,RB
J. Flere,23,Argentina,62,69,Cádiz CF,675000.0,3000.0,GK
W. Bondo,17,France,62,80,AS Nancy Lorraine,1000000.0,500.0,CM
J. Wieckhoff,20,Germany,62,70,FC St. Pauli,825000.0,2000.0,RB
M. Brescianini,21,Italy,62,73,AC Monza,850000.0,700.0,CDM
W. Burrell,31,England,62,62,Harrogate Town,300000.0,2000.0,RB
J. Kersken,20,Germany,62,73,Borussia Mönchengladbach,750000.0,2000.0,GK
Victor Méndez,21,Spain,62,76,CD Tenerife,850000.0,900.0,GK
E. Dos Santos Haesler,22,Germany,62,70,FC Nordsjælland,775000.0,1000.0,GK
J. Pacchini,21,Argentina,62,70,Club Atlético Independiente,850000.0,2000.0,CDM
Júlio Romão,23,Brazil,62,68,Santa Clara,575000.0,1000.0,CDM
L. Stellwagen,22,Germany,62,68,Sportclub Verl,600000.0,500.0,LB
A. El Moukhantir,23,Germany,62,68,FK Austria Wien,625000.0,3000.0,RM
L. Lokotsch,25,Germany,62,66,FSV Zwickau,550000.0,700.0,ST
C. Boukhalfa,22,Germany,62,71,SSV Jahn Regensburg,850000.0,800.0,CDM
S. Damiani,23,Italy,62,73,Empoli,825000.0,6000.0,CDM
S. Drljača,22,Germany,62,70,Borussia Dortmund II,775000.0,600.0,GK
C. Herrmann,21,Germany,62,75,KV Kortrijk,975000.0,2000.0,ST
Diogo Silva,26,Brazil,62,66,Gil Vicente FC,500000.0,2000.0,CB
Pere Joan,19,Spain,62,81,RCD Mallorca,900000.0,1000.0,GK
Aitor Paredes,21,Spain,62,73,Athletic Club de Bilbao,825000.0,3000.0,CB
Trabanco,20,Spain,62,75,Real Sporting de Gijón,950000.0,1000.0,RM
Alfonso Pastor,20,Spain,62,72,Sevilla FC,750000.0,2000.0,GK
M. Coronel,22,Argentina,62,72,Argentinos Juniors,900000.0,2000.0,ST
Sergio Barcia,20,Spain,62,76,Granada CF,900000.0,3000.0,CB
Sola,20,Spain,62,74,Real Zaragoza,925000.0,1000.0,LB
Javi Hernández,20,Spain,62,72,Real Zaragoza,825000.0,1000.0,CB
Y. Soumaré,21,France,62,75,Dijon FCO,975000.0,8000.0,RW
M. Röhl,18,Germany,62,77,FC Ingolstadt 04,925000.0,1000.0,RM
Dylan Perera,18,Spain,62,81,CD Tenerife,1000000.0,650.0,CAM
I. Matanović,18,Germany,62,79,FC St. Pauli,1000000.0,2000.0,ST
J. Schuler,22,Germany,62,71,1. FC Magdeburg,900000.0,950.0,ST
Félix Alonso,20,Spain,62,74,CD Tenerife,950000.0,1000.0,CM
Lucas Maia,28,Brazil,62,63,Puebla FC,375000.0,2000.0,CB
Bruno Rodrigues,20,Portugal,62,75,SC Braga,900000.0,2000.0,CB
O. Heil,20,Germany,62,70,Go Ahead Eagles,875000.0,2000.0,LW
Roger,25,Brazil,62,66,AFC UTA Arad,550000.0,2000.0,ST
L. Kerber,19,Germany,62,75,1. FC Saarbrücken,900000.0,600.0,CDM
L. Besozzi,18,Argentina,62,79,Club Atlético Lanús,1000000.0,1000.0,LW
L. Assignon,21,France,62,76,Stade Rennais FC,950000.0,5000.0,RB
A. Nazih,19,France,62,74,Nîmes Olympique,825000.0,500.0,GK
P. Farquharson,24,England,62,68,Newport County,575000.0,2000.0,CB
De Tomás,20,Spain,62,75,Rayo Vallecano,950000.0,3000.0,LM
S. Shoretire,17,England,62,84,Manchester United,1200000.0,2000.0,RM
K. Sildillia,19,France,62,74,Sport-Club Freiburg,875000.0,2000.0,CB
N. Previtali,25,Argentina,62,67,Independiente del Valle,525000.0,500.0,CDM
F. Ferrero,25,Argentina,62,68,Club Atlético Sarmiento,500000.0,2000.0,GK
M. Sosa,19,Argentina,62,74,Club Atlético Talleres,950000.0,2000.0,RW
E. Sutherland,21,England,62,70,Atlético de Madrid,900000.0,1000.0,RM
B. Palazzo,20,Argentina,62,75,Gimnasia y Esgrima La Plata,900000.0,2000.0,CB
L. Mbete,17,England,62,82,Manchester City,1000000.0,700.0,CB
Hélder Sá,18,Portugal,62,77,Vitória de Guimarães,875000.0,550.0,LB
J. Eseiza,19,Argentina,62,73,Club Atlético Banfield,825000.0,1000.0,LWB
T. Livramento,18,England,62,80,Southampton,975000.0,2000.0,RB
N. Garayalde,21,Argentina,62,71,Vélez Sarsfield,900000.0,2000.0,CM
A. Richardson,19,France,62,73,Le Havre AC,800000.0,850.0,CDM
Chanza,23,Spain,62,71,UD Ibiza,775000.0,950.0,GK
Diego Guti,20,Spain,62,74,Unión Deportiva Las Palmas,900000.0,1000.0,CDM
S. Guibert,32,France,62,62,SC Bastia,250000.0,1000.0,CB
Sergi Cardona,21,Spain,62,69,Unión Deportiva Las Palmas,775000.0,1000.0,LB
Córdoba,26,Spain,62,67,Burgos CF,525000.0,1000.0,CB
Iker Bilbao,25,Spain,62,66,SD Amorebieta,550000.0,2000.0,CM
Dani Garrido,21,Spain,62,72,Real Sociedad B,900000.0,1000.0,CM
T. Gunte,24,Germany,62,67,FC Viktoria 1889 Berlin,550000.0,700.0,CB
L. Herrmann,22,Germany,62,70,SG Dynamo Dresden,900000.0,3000.0,CM
E. Kehrer,19,Germany,62,73,SC Freiburg II,875000.0,650.0,ST
M. Bokele,21,France,62,71,FC Girondins de Bordeaux,825000.0,3000.0,CB
V. Meien,23,Germany,62,68,TSV Havelse,575000.0,500.0,CDM
Lucas Covolan,30,Brazil,62,62,Port Vale,275000.0,2000.0,GK
F. Higl,24,Germany,62,68,VfL Osnabrück,625000.0,1000.0,ST
L. Kunze,23,Germany,62,68,VfL Osnabrück,625000.0,1000.0,CM
J. Ceka,21,Germany,62,71,1. FC Magdeburg,900000.0,750.0,CAM
V. Sapina,26,Germany,62,65,Sportclub Verl,475000.0,550.0,CDM
Y. Engelhardt,20,Germany,62,74,SC Freiburg II,900000.0,2000.0,CDM
L. Görlich,21,Germany,62,72,Eintracht Braunschweig,850000.0,1000.0,RB
Unai Rementería,21,Spain,62,69,CD Mirandés,800000.0,1000.0,CM
Fabio Blanco,17,Spain,62,83,Eintracht Frankfurt,1200000.0,600.0,RM
Y. Jaeschke,27,Germany,62,63,TSV Havelse,475000.0,550.0,ST
L. Meyer,29,Germany,62,62,TSV Havelse,400000.0,550.0,CAM
T. Zimmerschied,22,Germany,62,71,Hallescher FC,900000.0,850.0,RM
K. Faber,23,Germany,62,68,SSV Jahn Regensburg,625000.0,2000.0,RM
T. Dombrowa,21,Germany,62,67,SV Meppen,600000.0,500.0,LM
B. Ametov,22,Germany,62,68,SV Meppen,650000.0,500.0,LM
J. Fedl,22,Germany,62,69,SV Meppen,750000.0,500.0,CB
G. Miceli,23,Argentina,62,69,Club Atlético Banfield,750000.0,2000.0,CDM
Patrick,23,Brazil,62,67,FC Flyeralarm Admira,600000.0,2000.0,LW
Ángel López,18,Spain,62,74,Real Zaragoza,875000.0,550.0,RB
L. Lobato,20,Brazil,62,73,Vélez Sarsfield,875000.0,2000.0,LW
N. Piwernetz,21,Germany,62,69,TSV Havelse,775000.0,500.0,LWB
Volnei Feltes,21,Brazil,62,72,Estoril Praia,825000.0,1000.0,CB
Jójó,20,Portugal,62,68,Belenenses SAD,575000.0,950.0,RB
Bastida,17,Spain,62,80,Cádiz CF,950000.0,500.0,CDM
Pernambuco,23,Brazil,62,71,FK Bodø/Glimt,875000.0,1000.0,LW
H. Lawrence,19,England,62,78,AFC Wimbledon,1000000.0,850.0,RB
Edu Martínez,22,Spain,62,70,FC Cartagena,900000.0,1000.0,CAM
N. Pennington,22,Italy,62,69,Wellington Phoenix,800000.0,900.0,CM
Pedro Malheiro,20,Portugal,62,70,Boavista FC,825000.0,2000.0,RB
Vitinha,21,Portugal,62,72,SC Braga,900000.0,2000.0,ST
S. Baghdadi,23,France,62,66,Fortuna Sittard,575000.0,2000.0,ST
Antony,19,Brazil,62,77,FC Arouca,950000.0,900.0,CAM
S. Edozie,18,England,62,82,Manchester City,1100000.0,7000.0,LW
Lucas Esteves,21,Brazil,62,67,Colorado Rapids,575000.0,1000.0,LB
Paco Puertas,25,Spain,62,69,Burgos CF,725000.0,1000.0,CB
Jája Silva,22,Brazil,62,66,FC Botoşani,575000.0,2000.0,LW
Alan Godoy,18,Spain,62,79,Deportivo Alavés,1000000.0,2000.0,ST
Álvaro Bravo,23,Spain,62,70,Granada CF,875000.0,4000.0,CM
Alejandro Iturbe,17,Spain,62,81,Atlético de Madrid,875000.0,500.0,GK
Marcos,22,Spain,62,70,UD Ibiza,900000.0,1000.0,CAM
Pablo Valencia,20,Spain,62,71,CA Osasuna,750000.0,2000.0,GK
Kevin,20,Spain,62,77,Málaga CF,950000.0,1000.0,LM
David Cuenca,19,Spain,62,77,Unión Deportiva Almería,900000.0,10000.0,LB
H. Camara,19,France,62,76,En Avant de Guingamp,875000.0,850.0,CB
B. Young,18,England,62,80,Carlisle United,1000000.0,5000.0,ST
Alexandre Penetra,19,Portugal,62,74,Futebol Clube de Famalicão,875000.0,900.0,CB
M. Sponsel,19,Germany,62,77,1. FC Köln,900000.0,2000.0,RB
K. Zedadka,21,France,62,71,Royal Charleroi S.C.,900000.0,2000.0,LM
P. Strompf,23,Germany,62,68,Eintracht Braunschweig,575000.0,1000.0,CB
Rodrigo Valente,20,Portugal,62,71,Estoril Praia,875000.0,1000.0,CAM
S. Canestrelli,20,Italy,62,71,Crotone,825000.0,2000.0,CB
G. Evans,33,England,61,61,Bradford City,200000.0,4000.0,LM
G. Liddle,35,England,61,61,Hartlepool United,90000.0,2000.0,CB
R. Milsom,34,England,61,61,Sutton United,120000.0,2000.0,LB
G. Woods,30,England,61,61,Aberdeen,220000.0,1000.0,GK
M. Oxley,30,England,61,61,Harrogate Town,220000.0,2000.0,GK
S. Brisley,31,England,61,61,Wrexham AFC,220000.0,500.0,CB
D. Schmidt,34,Germany,61,61,MSV Duisburg,110000.0,1000.0,CB
F. Nouble,29,England,61,61,Colchester United,325000.0,3000.0,ST
Airam Cabrera,33,Spain,61,61,FC Goa,210000.0,500.0,ST
J. Proctor,29,England,61,61,Port Vale,325000.0,3000.0,ST
J. Reckord,29,England,61,61,Wrexham AFC,300000.0,500.0,LWB
A. Obileye,26,England,61,62,Livingston FC,350000.0,1000.0,CB
T. Dieng,29,France,61,61,Exeter City,325000.0,3000.0,CM
J. Maxted,27,England,61,65,Northampton Town,350000.0,3000.0,GK
L. James,26,England,61,62,Barrow,400000.0,2000.0,ST
J. Lynch,28,England,61,62,Rochdale,250000.0,2000.0,GK
R. Willmott,31,England,61,61,Newport County,275000.0,2000.0,RM
L. Angol,26,England,61,61,Bradford City,375000.0,4000.0,ST
L. Roberts,26,England,61,64,Northampton Town,325000.0,3000.0,GK
D. Conroy,25,England,61,64,Swindon Town,375000.0,3000.0,CB
H. White,26,England,61,62,Walsall,350000.0,3000.0,RB
B. Barry,26,England,61,63,Stevenage,375000.0,2000.0,RB
A. Kenyon,28,England,61,61,Scunthorpe United,300000.0,3000.0,CDM
J. Coleman,25,England,61,65,Rochdale,350000.0,1000.0,GK
H. Lennon,26,England,61,63,Wrexham AFC,350000.0,500.0,CB
D. Trichard,26,France,61,63,USL Dunkerque,375000.0,1000.0,LB
S. Nelson,25,England,61,65,Northampton Town,400000.0,3000.0,CB
S. Burgess,23,England,61,64,Port Vale,450000.0,2000.0,CM
F. Sollacaro,27,France,61,64,AC Ajaccio,325000.0,950.0,GK
D. Green,24,England,61,64,Scunthorpe United,450000.0,3000.0,LM
N. Atangana,31,France,61,61,Exeter City,275000.0,2000.0,CM
T. Watson,24,England,61,67,Milton Keynes Dons,475000.0,2000.0,RWB
M. Gargiulo,25,Italy,61,66,Lecce,475000.0,850.0,CM
T. Beadling,25,England,61,66,Barrow,475000.0,2000.0,CM
B. Ashley-Seal,22,England,61,72,Northampton Town,750000.0,3000.0,ST
T. Baack,22,Germany,61,70,Sportclub Verl,700000.0,2000.0,CDM
F. Lach,24,Germany,61,68,Sportclub Verl,600000.0,500.0,CB
S. Hornby,26,England,61,65,Bradford City,350000.0,3000.0,GK
M. Stevens,23,England,61,67,Forest Green Rovers,525000.0,3000.0,ST
Túlio Nevinha,21,Brazil,61,61,Juventude,350000.0,3000.0,CB
J. Wollacott,24,England,61,67,Swindon Town,425000.0,2000.0,GK
